"","account_id","acct_creation_date","statement_frequency","account_district","num_customers","credit_cards","loan_date","loan_amount","loan_payment","loan_term","loan_status","loan_default","max_withdrawal","min_withdrawal","max_balance","min_balance","credit_bank_transfer_other_txn_ct","credit_bank_transfer_other_txn_tot","credit_bank_transfer_other_avg_txn","credit_cash_other_txn_ct","credit_cash_other_txn_tot","credit_cash_other_avg_txn","credit_other_interest_credit_txn_ct","credit_other_interest_credit_txn_tot","credit_other_interest_credit_avg_txn","debit_bank_transfer_household_payment_txn_ct","debit_bank_transfer_household_payment_txn_tot","debit_bank_transfer_household_payment_avg_txn","debit_cash_statement_charge_txn_ct","debit_cash_statement_charge_txn_tot","debit_cash_statement_charge_avg_txn","debit_cash_other_txn_ct","debit_cash_other_txn_tot","debit_cash_other_avg_txn","debit_bank_transfer_loan_payment_txn_ct","debit_bank_transfer_loan_payment_txn_tot","debit_bank_transfer_loan_payment_avg_txn","debit_bank_transfer_insurance_payment_txn_ct","debit_bank_transfer_insurance_payment_txn_tot","debit_bank_transfer_insurance_payment_avg_txn","debit_bank_transfer_other_txn_ct","debit_bank_transfer_other_txn_tot","debit_bank_transfer_other_avg_txn","credit_bank_transfer_pension_benefit_txn_ct","credit_bank_transfer_pension_benefit_txn_tot","credit_bank_transfer_pension_benefit_avg_txn","debit_credit_card_other_txn_ct","debit_credit_card_other_txn_tot","debit_credit_card_other_avg_txn","debit_cash_household_payment_txn_ct","debit_cash_household_payment_txn_tot","debit_cash_household_payment_avg_txn","debit_cash_negative_balance_charge_txn_ct","debit_cash_negative_balance_charge_txn_tot","debit_cash_negative_balance_charge_avg_txn","debit_cash_insurance_payment_txn_ct","debit_cash_insurance_payment_txn_tot","debit_cash_insurance_payment_avg_txn","pmt_order_ct","pmt_order_avg_amt","owner_client_id","gender","birth_date","owner_district"
"3964",8260,"1993-03-24","monthly","Tachov",2,NA,"1994-08-25",224604,6239,36,"expired",FALSE,64900,15,148084,200,69,2807619,40690.1304347826,16,246300,15393.75,69,18178,263.449275362319,0,0,0,64,960,15,165,2765435,16760.2121212121,36,224604,6239,0,0,0,0,0,0,0,0,0,6,12800,2133.33333333333,0,0,0,0,0,0,0,0,0,1,6239.2,10198,"M","1976-05-24","Tachov"
"3965",8261,"1993-05-12","monthly","Rakovnik",2,NA,"1993-09-13",87840,3660,24,"expired",FALSE,29400,15,68181,500,68,1624960,23896.4705882353,5,11500,2300,136,16089,118.301470588235,63,120645,1915,63,945,15,127,1176992,9267.65354330709,24,87840,3660,63,40698,646,126,162288,1288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1759.36,10200,"F","1980-02-16","Rakovnik"
"3966",8268,"1996-09-19","monthly","Kromeriz",1,NA,"1997-09-26",8616,359,24,"current",FALSE,37600,15,76315,400,0,0,0,39,423782,10866.2051282051,54,7507,139.018518518519,22,43978,1999,22,330,15,36,179600,4988.88888888889,15,5385,359,0,0,0,22,129140,5870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2742.66666666667,10209,"M","1975-10-27","Kromeriz"
"3967",8316,"1994-06-04","monthly","Karvina",1,NA,"1995-03-19",134784,5616,24,"expired",FALSE,62900,15,170072,900,0,0,0,87,2292963,26355.8965517241,109,22004,201.871559633028,0,0,0,51,765,15,151,2057603,13626.5099337748,24,134784,5616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5616.2,10269,"F","1940-05-11","Karvina"
"3968",8320,"1997-01-19","monthly","Trutnov",2,NA,"1997-06-04",309660,5161,60,"current",FALSE,31600,15,91258,1100,23,774173,33659.6956521739,1,1100,1100,46,4850,105.434782608696,19,172995,9105,18,270,15,37,472187,12761.8108108108,19,98059,5161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7133.1,10273,"F","1958-09-27","Trutnov"
"3969",8321,"1993-04-12","monthly","Vsetin",2,NA,"1994-05-09",89040,1484,60,"current",FALSE,23840,15,68983,800,0,0,0,106,917350,8654.24528301887,138,17960,130.144927536232,64,450624,7041,64,960,15,107,335720,3137.57009345794,56,83104,1484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4262.5,10275,"F","1970-01-25","Vsetin"
"3970",8330,"1993-03-28","monthly","Rychnov nad Kneznou",2,NA,"1994-03-30",7656,319,24,"expired",FALSE,38700,15,83823,600,0,0,0,71,1584850,22321.8309859155,138,20892,151.391304347826,65,241020,3708,64,960,15,163,1282300,7866.87116564417,24,7656,319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2013.5,10287,"F","1962-09-03","Rychnov nad Kneznou"
"3972",8377,"1993-11-20","monthly","Rokycany",2,NA,"1995-06-01",417060,6951,60,"current",FALSE,52700,15,128308,200,0,0,0,79,1413203,17888.6455696203,105,12937,123.209523809524,47,55084,1172,46,690,15,56,780120,13930.7142857143,43,298893,6951,0,0,0,47,235846,5018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4380.26666666667,10350,"F","1961-09-14","Rokycany"
"3973",8381,"1996-09-17","monthly","Ceske Budejovice",1,NA,"1997-07-25",333648,6951,48,"current",TRUE,64800,5,152841,-1074,0,0,0,55,1372253,24950.0545454545,52,8724,167.769230769231,24,17760,740,24,360,15,66,1069508,16204.6666666667,14,97314,6951,0,0,0,23,184897,8039,0,0,0,0,0,0,0,0,0,9,98,10.8888888888889,0,0,0,3,5243.26666666667,10355,"F","1976-07-10","Ceske Budejovice"
"3974",8405,"1994-05-10","monthly","Strakonice",1,NA,"1995-10-14",266220,4437,60,"current",FALSE,32960,15,69015,900,0,0,0,62,1339515,21605.0806451613,110,13567,123.336363636364,51,20910,410,50,750,15,119,741160,6228.23529411765,38,168606,4437,51,170544,3344,51,208845,4095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3071.5,10382,"F","1965-02-17","Strakonice"
"3975",8411,"1994-12-02","monthly","Strakonice",1,NA,"1996-05-06",220620,3677,60,"current",FALSE,20500,15,70273,1100,49,1180424,24090.2857142857,3,4900,1633.33333333333,98,11761,120.010204081633,44,255728,5812,44,660,15,78,636053,8154.52564102564,32,117664,3677,0,0,0,44,154308,3507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4332.1,10389,"F","1943-08-15","Strakonice"
"3976",8475,"1993-09-08","monthly","Kladno",1,NA,"1994-01-21",21072,878,24,"expired",FALSE,11040,15,49594,1100,0,0,0,99,549302,5548.50505050505,126,13453,106.769841269841,59,29205,495,58,870,15,119,249580,2097.31092436975,24,21072,878,0,0,0,59,226147,3833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1735.33333333333,NA,"","",""
"3977",8489,"1993-09-18","monthly","Prachatice",2,NA,"1995-06-23",265320,7370,36,"expired",FALSE,31500,15,80368,700,0,0,0,68,1213011,17838.3970588235,126,16319,129.515873015873,59,226265,3835,58,870,15,104,670860,6450.57692307692,36,265320,7370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5602.5,NA,"","",""
"3978",8492,"1994-06-29","monthly","Benesov",1,NA,"1995-09-03",85860,1431,60,"current",FALSE,27680,15,84411,1000,0,0,0,75,721707,9622.76,108,15918,147.388888888889,49,215747,4403,49,735,15,67,317760,4742.68656716418,40,57240,1431,0,0,0,0,0,0,0,0,0,34,66600,1958.82352941176,0,0,0,0,0,0,0,0,0,2,2917,10479,"F","1955-10-20","Benesov"
"3979",8505,"1997-03-20","monthly","Karvina",1,NA,"1997-12-10",42840,3570,12,"expired",FALSE,17300,15,57767,1100,0,0,0,23,357656,15550.2608695652,42,4920,117.142857142857,0,0,0,16,240,15,42,296640,7062.85714285714,12,42840,3570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3570,10492,"M","1937-11-11","Karvina"
"3980",8519,"1993-04-02","monthly","Cheb",2,NA,"1994-08-11",74688,6224,12,"expired",FALSE,38400,15,104902,1100,69,2800950,40593.4782608696,4,7100,1775,138,24117,174.760869565217,64,877504,13711,64,960,15,175,1790241,10229.9485714286,13,80912,6224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9967.65,10510,"F","1945-01-26","Cheb"
"3981",8523,"1996-11-25","monthly","Brno - mesto",1,NA,"1998-02-15",93036,7753,12,"current",FALSE,45200,15,115610,400,25,1279300,51172,2,4800,2400,50,9016,180.32,0,0,0,20,300,15,78,1156497,14826.8846153846,10,77530,7753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7753.3,10517,"F","1980-09-12","Brno - mesto"
"3982",8533,"1995-10-10","monthly","Pardubice",1,NA,"1996-09-19",174048,3626,48,"current",FALSE,64600,15,129179,600,0,0,0,64,1570993,24546.765625,72,16721,232.236111111111,0,0,0,33,495,15,96,1439437,14994.1354166667,27,97902,3626,0,0,0,0,0,0,0,0,0,4,8500,2125,0,0,0,0,0,0,0,0,0,1,3626,10528,"F","1952-02-16","Pardubice"
"3983",8564,"1993-09-12","monthly","Frydek - Mistek",2,NA,"1995-03-11",76680,3195,24,"expired",FALSE,42000,15,104676,1000,63,2628282,41718.7619047619,2,1600,800,126,23343,185.261904761905,59,423030,7170,58,870,15,152,1783154,11731.2763157895,25,79875,3195,0,0,0,58,318014,5483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5282.66666666667,10563,"M","1949-01-07","Frydek - Mistek"
"3984",8566,"1993-10-08","monthly","Ostrava - mesto",1,NA,"1994-09-29",230220,6395,36,"expired",TRUE,59800,7,135668,-2720,0,0,0,71,1531010,21563.5211267606,123,10091,82.0406504065041,60,33300,555,61,915,15,64,910570,14227.65625,18,115110,6395,0,0,0,52,462488,8894,0,0,0,0,0,0,0,0,0,3,60,20,0,0,0,3,5281.26666666667,10566,"F","1942-11-09","Ostrava - mesto"
"3985",8625,"1993-11-10","monthly","Zlin",1,NA,"1995-04-10",47304,1971,24,"expired",FALSE,68100,15,169428,400,0,0,0,119,3154873,26511.5378151261,124,25184,203.096774193548,59,480909,8151,59,885,15,157,2602707,16577.7515923567,24,47304,1971,0,0,0,0,0,0,0,0,0,7,20200,2885.71428571429,0,0,0,0,0,0,0,0,0,2,5060.9,10636,"M","1971-08-03","Zlin"
"3986",8639,"1997-08-22","monthly","Nachod",1,NA,"1998-06-06",185640,3094,60,"current",FALSE,19300,15,59524,400,16,324921,20307.5625,3,2700,900,32,3140,98.125,0,0,0,11,165,15,34,285369,8393.20588235294,7,21665,3095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3094.5,10654,"F","1962-07-16","Nachod"
"3987",8645,"1997-06-23","monthly","Prostejov",1,NA,"1998-12-08",240900,4015,60,"current",FALSE,18600,15,59731,700,0,0,0,21,335117,15957.9523809524,36,3272,90.8888888888889,13,115947,8919,13,195,15,41,180620,4405.36585365854,1,4015,4015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6467,10662,"F","1949-08-25","Prostejov"
"3988",8680,"1996-02-12","monthly","Pelhrimov",2,NA,"1996-07-14",85716,2381,36,"current",FALSE,15900,15,52783,800,34,528616,15547.5294117647,10,19200,1920,68,5245,77.1323529411765,29,104342,3598,29,435,15,22,107600,4890.90909090909,29,69049,2381,0,0,0,29,248414,8566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4848.4,10702,"M","1938-05-03","Pelhrimov"
"3989",8688,"1996-11-22","monthly","Zdar nad Sazavou",1,NA,"1997-03-20",67980,5665,12,"expired",FALSE,29760,15,78077,400,0,0,0,26,485390,18668.8461538462,50,7598,151.96,0,0,0,20,300,15,54,368280,6820,12,67980,5665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5665,10714,"F","1946-03-31","Zdar nad Sazavou"
"3990",8713,"1997-05-18","monthly","Blansko",1,NA,"1998-07-24",170700,2845,60,"current",FALSE,23430,15,65611,400,19,358470,18866.8421052632,8,23700,2962.5,38,4258,112.052631578947,0,0,0,14,210,15,47,357153,7599,5,14225,2845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2845,10746,"M","1971-08-04","Blansko"
"3991",8742,"1997-01-28","monthly","Karvina",2,NA,"1997-07-29",33144,2762,12,"expired",FALSE,34880,15,61771,900,0,0,0,28,396200,14150,46,3926,85.3478260869565,18,1224,68,18,270,15,44,229420,5214.09090909091,12,33144,2762,18,109602,6089,19,4465,235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2288.5,10777,"F","1980-01-27","Karvina"
"3993",8772,"1996-05-16","monthly","Hl.m. Praha",1,NA,"1997-06-19",88272,1839,48,"current",FALSE,13200,15,37880,800,31,375224,12104,3,5900,1966.66666666667,62,2805,45.241935483871,27,198639,7357,26,390,15,25,135200,5408,18,33102,1839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4598.15,10813,"F","1979-05-13","Hl.m. Praha"
"3994",8776,"1994-08-24","monthly","Zlin",1,NA,"1995-08-26",33984,708,48,"current",FALSE,25400,15,86989,600,0,0,0,54,766016,14185.4814814815,104,18733,180.125,0,0,0,47,705,15,114,670000,5877.19298245614,40,28320,708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,708,10818,"M","1972-08-04","Zlin"
"3995",8784,"1996-10-16","monthly","Hl.m. Praha",1,NA,"1998-04-28",74352,3098,24,"current",FALSE,37800,15,96166,1100,26,1048541,40328.5,1,1100,1100,52,9715,186.826923076923,21,149037,7097,21,315,15,62,818597,13203.1774193548,8,24784,3098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5097.5,10828,"F","1957-11-23","Hl.m. Praha"
"3997",8919,"1997-07-03","monthly","Uherske Hradiste",2,NA,"1998-06-08",76104,3171,24,"current",FALSE,5520,15,33814,1000,0,0,0,33,139053,4213.72727272727,36,2908,80.7777777777778,14,2324,166,13,195,15,24,63020,2625.83333333333,7,22197,3171,0,0,0,14,37380,2670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2002.33333333333,10987,"F","1961-10-03","Uherske Hradiste"
"3998",8926,"1997-03-21","monthly","Hl.m. Praha",2,NA,"1998-01-23",566640,9444,60,"current",FALSE,19200,15,61993,200,0,0,0,30,442049,14734.9666666667,42,5124,122,17,66504,3912,16,240,15,34,170660,5019.41176470588,11,103884,9444,17,19414,1142,33,46181,1399.42424242424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3443.2,10997,"F","1972-02-06","Hl.m. Praha"
"4001",8972,"1996-05-21","monthly","Karvina",1,NA,"1996-12-21",45024,938,48,"current",FALSE,22240,15,69518,800,0,0,0,32,717897,22434.28125,62,8070,130.161290322581,27,127413,4719,26,390,15,49,490540,10011.0204081633,24,22512,938,0,0,0,27,55512,2056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2571,11050,"F","1957-05-04","Karvina"
"4002",8982,"1993-09-25","monthly","Zlin",2,NA,"1994-10-12",227880,6330,36,"expired",FALSE,64600,15,153214,1100,0,0,0,101,2215208,21932.7524752475,126,25417,201.722222222222,0,0,0,61,915,15,152,1913475,12588.6513157895,37,234210,6330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6330.2,11063,"F","1955-11-04","Zlin"
"4004",9017,"1995-11-22","monthly","Karvina",1,NA,"1996-03-26",100224,2088,48,"current",TRUE,15100,4,46487,-3770,37,507384,13713.0810810811,4,6500,1625,111,5990,53.963963963964,0,0,0,32,480,15,18,94900,5272.22222222222,30,62640,2088,0,0,0,0,0,0,0,0,0,0,0,0,30,340400,11346.6666666667,5,51,10.2,0,0,0,1,2088,11105,"F","1957-02-01","Karvina"
"4005",9024,"1996-01-05","monthly","Hl.m. Praha",1,NA,"1996-10-04",70656,1472,48,"current",FALSE,26080,15,55343,600,0,0,0,38,585442,15406.3684210526,72,7571,105.152777777778,31,194370,6270,31,465,15,64,321280,5020,27,39744,1472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3871,11114,"M","1952-07-26","Hl.m. Praha"
"4006",9030,"1995-01-21","monthly","Olomouc",2,NA,"1996-12-12",155616,3242,48,"current",FALSE,36960,15,75294,200,0,0,0,50,902392,18047.84,94,14957,159.117021276596,43,111241,2587,42,630,15,87,630480,7246.89655172414,25,81050,3242,0,0,0,43,35733,831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2220,11121,"F","1971-04-10","Olomouc"
"4007",9031,"1997-01-15","monthly","Pardubice",1,NA,"1997-05-03",50112,2088,24,"current",FALSE,42300,15,103702,900,0,0,0,24,384543,16022.625,47,5495,116.914893617021,19,80332,4228,19,285,15,23,236658,10289.4782608696,19,39672,2088,19,12255,645,19,2755,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1776.5,11123,"M","1948-01-29","Pardubice"
"4008",9034,"1993-06-28","monthly","Hl.m. Praha",1,NA,"1993-12-16",38148,3179,12,"expired",FALSE,20600,15,78748,900,66,1558986,23621,26,88000,3384.61538461538,132,17862,135.318181818182,61,286517,4697,61,915,15,130,697453,5365.02307692308,12,38148,3179,62,565130,9115,61,37881,621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4403,11126,"F","1965-01-22","Hl.m. Praha"
"4009",9037,"1996-10-22","monthly","Hl.m. Praha",2,NA,"1998-09-15",321936,6707,48,"current",FALSE,17200,15,67886,400,0,0,0,46,449227,9765.80434782609,52,6659,128.057692307692,21,71736,3416,21,315,15,42,220780,5256.66666666667,3,20121,6707,0,0,0,21,84693,4033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4718.66666666667,11130,"F","1961-04-08","Hl.m. Praha"
"4011",9093,"1993-06-16","monthly","Pardubice",1,NA,"1994-08-03",189300,3155,60,"current",FALSE,24960,15,96106,800,0,0,0,69,1359453,19702.2173913043,132,22761,172.431818181818,62,81282,1311,61,915,15,118,867980,7355.76271186441,53,167215,3155,0,0,0,62,162254,2617,0,0,0,23,43500,1891.30434782609,0,0,0,0,0,0,0,0,0,3,2361,NA,"","",""
"4012",9104,"1994-01-21","monthly","Praha - vychod",1,NA,"1994-08-07",172080,3585,48,"expired",FALSE,62700,15,136137,200,0,0,0,79,1717511,21740.6455696203,119,20987,176.361344537815,0,0,0,56,840,15,101,1526493,15113.7920792079,48,172080,3585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3585.2,11208,"F","1957-03-05","Praha - vychod"
"4013",9138,"1996-07-18","monthly","Plzen - mesto",1,NA,"1997-06-03",272220,4537,60,"current",TRUE,51000,0,123191,-1095,0,0,0,38,805013,21184.5526315789,56,6043,107.910714285714,23,218937,9519,24,360,15,27,430353,15939,16,72592,4537,0,0,0,24,63984,2666,0,0,0,0,0,0,0,0,0,6,38,6.33333333333333,0,0,0,3,5574.1,11250,"F","1946-09-23","Plzen - mesto"
"4014",9140,"1997-08-18","monthly","Ceska Lipa",1,NA,"1998-11-10",16032,334,48,"current",FALSE,19600,15,53314,500,0,0,0,20,249659,12482.95,32,2553,79.78125,12,111168,9264,11,165,15,35,125800,3594.28571428571,2,668,334,12,672,56,11,209,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2418.25,11252,"F","1965-12-08","Ceska Lipa"
"4015",9153,"1996-12-12","monthly","Nymburk",2,NA,"1998-03-01",52236,1451,36,"current",FALSE,5640,15,63710,600,0,0,0,39,254240,6518.97435897436,48,6999,145.8125,20,100840,5042,19,285,15,38,91520,2408.42105263158,10,14510,1451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3246.5,11266,"M","1938-09-25","Nymburk"
"4016",9156,"1997-09-14","monthly","Pisek",1,NA,"1998-12-01",163332,4537,36,"current",FALSE,28700,15,69554,600,0,0,0,12,309900,25825,25,2998,119.92,0,0,0,6,90,15,28,276590,9878.21428571429,1,4537,4537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4537.3,11271,"M","1937-12-08","Pisek"
"4017",9159,"1996-08-02","monthly","Zlin",2,NA,"1998-06-08",69600,1450,48,"current",FALSE,27520,15,71243,700,0,0,0,40,534801,13370.025,57,8878,155.754385964912,25,171725,6869,24,360,15,61,240080,3935.73770491803,7,10150,1450,25,6325,253,49,52228,1065.87755102041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2147,11274,"M","1969-04-14","Zlin"
"4018",9167,"1997-04-02","monthly","Breclav",1,NA,"1998-03-07",272220,4537,60,"current",FALSE,43300,15,128130,500,0,0,0,38,749553,19725.0789473684,40,6343,158.575,15,74250,4950,15,225,15,42,543010,12928.8095238095,10,45370,4537,15,8175,545,15,13305,887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2729.825,11286,"F","1940-11-27","Breclav"
"4019",9179,"1997-01-21","monthly","Plzen - sever",1,NA,"1998-02-28",215040,3584,60,"current",FALSE,26100,15,76321,1000,23,537550,23371.7391304348,1,1000,1000,46,6233,135.5,0,0,0,18,270,15,53,473734,8938.37735849057,10,35840,3584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3583.7,11304,"F","1960-10-20","Plzen - sever"
"4020",9188,"1993-02-08","monthly","Jicin",1,NA,"1993-07-28",127080,2118,60,"expired",FALSE,17412,15,51359,800,70,965960,13799.4285714286,11,19200,1745.45454545455,140,13055,93.25,66,523776,7936,65,975,15,61,276488,4532.59016393443,60,127080,2118,66,4356,66,66,31086,471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2647.825,11314,"M","1936-06-02","Jicin"
"4022",9199,"1996-05-15","monthly","Olomouc",1,NA,"1996-09-11",29448,2454,12,"expired",TRUE,24562,1,43809,-2361,31,500715,16152.0967741935,6,15700,2616.66666666667,60,3092,51.5333333333333,0,0,0,26,390,15,74,483660,6535.94594594595,11,27005,2455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,68,5.23076923076923,0,0,0,1,2454.5,11327,"M","1947-10-21","Olomouc"
"4023",9201,"1996-10-28","monthly","Jesenik",1,NA,"1998-02-05",122472,5103,24,"current",FALSE,68400,15,110427,1000,26,1225557,47136.8076923077,4,5700,1425,52,9514,182.961538461538,22,296142,13461,21,315,15,70,840478,12006.8285714286,11,56133,5103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9282,11329,"F","1961-01-31","Jesenik"
"4025",9208,"1997-05-24","monthly","Rokycany",1,NA,"1998-10-12",82128,3422,24,"current",FALSE,22239,15,70376,871,19,431111,22690.0526315789,5,13300,2660,57,5968,104.701754385965,0,0,0,14,210,15,48,419649,8742.6875,1,3422,3422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3421.5,11337,"M","1969-04-03","Rokycany"
"4026",9225,"1996-01-01","monthly","Praha - zapad",2,NA,"1997-04-13",164256,3422,48,"current",FALSE,64000,15,135697,600,0,0,0,57,1314208,23056.2807017544,71,11374,160.197183098592,0,0,0,30,450,15,86,1167845,13579.5930232558,20,68440,3422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3421.5,11359,"M","1972-08-20","Praha - zapad"
"4027",9227,"1997-11-04","monthly","Trutnov",1,NA,"1998-04-29",191580,3193,60,"current",FALSE,6500,15,28099,900,0,0,0,24,109655,4568.95833333333,28,1597,57.0357142857143,10,17840,1784,9,135,15,11,40900,3718.18181818182,8,25544,3193,0,0,0,10,11640,1164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2047,11362,"F","1966-01-11","Trutnov"
"4028",9235,"1995-06-24","monthly","Litomerice",1,NA,"1997-03-13",83280,1735,48,"current",FALSE,18400,15,80274,700,0,0,0,45,725559,16123.5333333333,84,12355,147.083333333333,0,0,0,37,555,15,96,619040,6448.33333333333,21,36435,1735,0,0,0,0,0,0,0,0,0,3,6800,2266.66666666667,0,0,0,0,0,0,0,0,0,1,1735,11371,"F","1941-11-04","Litomerice"
"4029",9236,"1993-08-18","monthly","Praha - zapad",1,NA,"1993-12-21",86616,7218,12,"expired",FALSE,43040,15,117257,800,0,0,0,115,1065467,9264.93043478261,128,24381,190.4765625,60,134340,2239,59,885,15,128,624560,4879.375,12,86616,7218,0,0,0,59,134284,2276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3911,11372,"M","1961-09-28","Praha - zapad"
"4030",9241,"1996-09-25","monthly","Ostrava - mesto",2,NA,"1997-06-19",285240,4754,60,"current",FALSE,28400,15,89240,1100,27,841399,31162.9259259259,1,1100,1100,54,7563,140.055555555556,22,79090,3595,22,330,15,58,657871,11342.6034482759,18,85572,4754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4174.35,11379,"M","1952-05-28","Ostrava - mesto"
"4031",9242,"1996-03-15","monthly","Hodonin",1,NA,"1997-01-24",23184,1932,12,"expired",FALSE,28480,15,53134,200,0,0,0,45,315552,7012.26666666667,66,8697,131.772727272727,0,0,0,28,420,15,67,256200,3823.88059701493,12,23184,1932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1932,11381,"F","1979-07-26","Hodonin"
"4032",9263,"1996-06-04","monthly","Frydek - Mistek",2,NA,"1997-05-08",39576,3298,12,"expired",FALSE,21100,15,64870,700,31,672860,21705.1612903226,2,1700,850,62,6526,105.258064516129,26,256724,9874,26,390,15,53,350554,6614.22641509434,12,39576,3298,0,0,0,26,1612,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4411.43333333333,11405,"F","1964-07-29","Frydek - Mistek"
"4033",9265,"1993-02-04","monthly","Hl.m. Praha",1,NA,"1994-07-11",39576,3298,12,"expired",FALSE,64400,15,160661,300,0,0,0,125,2808349,22466.792,140,30038,214.557142857143,65,617045,9493,65,975,15,161,1803596,11202.4596273292,13,42874,3298,0,0,0,65,261105,4017,0,0,0,9,26900,2988.88888888889,0,0,0,0,0,0,0,0,0,3,5602.76666666667,NA,"","",""
"4034",9307,"1993-01-24","monthly","Frydek - Mistek",1,NA,"1994-09-19",41904,3492,12,"expired",FALSE,63100,15,166434,900,0,0,0,120,2511995,20933.2916666667,141,26107,185.156028368794,66,307164,4654,66,990,15,178,1895913,10651.1966292135,12,41904,3492,0,0,0,66,180510,2735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3626.83333333333,NA,"","",""
"4036",9337,"1993-09-13","monthly","Sokolov",1,NA,"1994-06-04",52128,2172,24,"expired",FALSE,59900,0,161685,144,0,0,0,81,1574855,19442.6543209877,191,26492,138.701570680628,0,0,0,59,885,15,140,1491495,10653.5357142857,24,52128,2172,0,0,0,0,0,0,0,0,0,11,26600,2418.18181818182,0,0,0,20,44,2.2,0,0,0,1,2172,NA,"","",""
"4037",9353,"1995-11-03","monthly","Kromeriz",2,NA,"1997-06-08",188616,7859,24,"current",FALSE,64800,15,136150,900,0,0,0,57,1202948,21104.350877193,60,9879,164.65,22,225280,10240,21,315,15,51,806255,15808.9215686275,19,149321,7859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9049.5,11516,"M","1938-11-09","Kromeriz"
